,date,station,zipcode,value
491,2010-05-31,GHCND:USW00014922,55450,0
492,2010-06-01,GHCND:USC00511065,96720,0
493,2010-06-01,GHCND:USW00013881,28208,429
494,2010-06-01,GHCND:USW00012842,33607,0
495,2010-06-01,GHCND:USW00023234,94128,0
496,2010-06-01,GHCND:USC00504812,99615,0
497,2010-06-01,GHCND:USW00014839,53207,0
498,2010-06-01,GHCND:USW00094815,49002,0
499,2010-06-01,GHCND:USW00014734,07114,46
500,2010-06-01,GHCND:USW00012921,78216,0
501,2010-06-02,GHCND:USW00013881,28208,221
502,2010-06-02,GHCND:US1KYBN0004,41042,10
503,2010-06-02,GHCND:USW00023188,92101,0
504,2010-06-02,GHCND:USW00093721,21240,0
505,2010-06-03,GHCND:USW00012841,32803,28
506,2010-06-03,GHCND:USC00026796,86301,0
507,2010-06-03,GHCND:USW00003017,80249,0
508,2010-06-03,GHCND:USC00511065,96720,0
509,2010-06-03,GHCND:US1TXTN0023,76051,0
510,2010-06-04,GHCND:USW00014942,68110,0
511,2010-06-04,GHCND:US1MSRN0014,39208,5
512,2010-06-04,GHCND:USW00012960,77032,0
513,2010-06-04,GHCND:USW00004726,15904,48
514,2010-06-05,GHCND:USW00094846,60018,38
515,2010-06-06,GHCND:US1CASC0037,95110,0
516,2010-06-07,GHCND:USW00013876,35212,0
517,2010-06-07,GHCND:USW00023183,85034,0
518,2010-06-07,GHCND:USW00093821,40213,0
519,2010-06-07,GHCND:USW00013874,30337,0
520,2010-06-08,GHCND:USW00093225,95837,0
521,2010-06-08,GHCND:USW00023234,94128,0
522,2010-06-08,GHCND:USW00013970,70807,5
523,2010-06-08,GHCND:USW00012960,77032,74
524,2010-06-08,GHCND:USW00014734,07114,0
525,2010-06-08,GHCND:USW00024234,98108,66
526,2010-06-08,GHCND:USC00346659,73159,0
527,2010-06-08,GHCND:USW00023160,85756,0
528,2010-06-08,GHCND:USW00094846,60018,114
529,2010-06-08,GHCND:US1CASC0037,95110,0
530,2010-06-08,GHCND:USW00014734,07114,0
531,2010-06-09,GHCND:US1CASC0037,95110,0
532,2010-06-09,GHCND:US1MSHR0007,39503,0
533,2010-06-09,GHCND:USW00012960,77032,0
534,2010-06-09,GHCND:US1NJMS0003,07960,0
535,2010-06-10,GHCND:USW00012918,77061,0
536,2010-06-10,GHCND:US1WAWM0004,99163,51
537,2010-06-10,GHCND:USW00093225,95837,0
538,2010-06-10,GHCND:USC00183353,21701,150
539,2010-06-11,GHCND:USC00041194,91505,0
540,2010-06-11,GHCND:USW00014820,44135,0
541,2010-06-11,GHCND:USW00093225,95837,0
542,2010-06-11,GHCND:US1INMR0013,46241,0
543,2010-06-11,GHCND:US1FLDV0037,32218,0
544,2010-06-11,GHCND:USW00003017,80249,175
545,2010-06-11,GHCND:USW00013904,78719,0
546,2010-06-11,GHCND:US1ARPS0012,72206,343
547,2010-06-12,GHCND:VQC00679450,00802,0
548,2010-06-12,GHCND:USW00003017,80249,165
549,2010-06-13,GHCND:USW00094789,11430,8
550,2010-06-13,GHCND:USW00012921,78216,0
551,2010-06-13,GHCND:US1COLP0038,81137,8
552,2010-06-13,GHCND:USW00003947,64153,94
553,2010-06-13,GHCND:USC00502107,99709,91
554,2010-06-14,GHCND:USC00111577,60638,0
555,2010-06-14,GHCND:USW00013876,35212,267
556,2010-06-14,GHCND:USW00023230,94621,0
557,2010-06-14,GHCND:USW00014933,50321,109
558,2010-06-15,GHCND:USW00012960,77032,0
559,2010-06-15,GHCND:USW00014922,55450,3
560,2010-06-15,GHCND:USW00023188,92101,0
561,2010-06-16,GHCND:US1KSRL0008,66503,0
562,2010-06-16,GHCND:USW00093821,40213,0
563,2010-06-16,GHCND:USW00013893,38116,0
564,2010-06-16,GHCND:US1INMR0013,46241,76
565,2010-06-16,GHCND:USC00451691,99301,0
566,2010-06-17,GHCND:USW00013904,78719,3
567,2010-06-17,GHCND:USW00012918,77061,0
568,2010-06-17,GHCND:USW00014922,55450,3
569,2010-06-17,GHCND:USW00013874,30337,0
570,2010-06-17,GHCND:US1TNDV0033,37214,0
571,2010-06-17,GHCND:USW00013893,38116,0
572,2010-06-17,GHCND:USW00024127,84116,0
573,2010-06-17,GHCND:USW00014821,43219,0
574,2010-06-18,GHCND:USW00023136,93010,0
575,2010-06-18,GHCND:USW00014839,53207,84
576,2010-06-18,GHCND:USW00023230,94621,0
577,2010-06-18,GHCND:US1TXTN0023,76051,0
578,2010-06-18,GHCND:USC00511065,96720,0
579,2010-06-18,GHCND:US1NVWH0078,89502,0
580,2010-06-18,GHCND:USW00003102,91761,0
581,2010-06-18,GHCND:US1NYSL0006,13676,33
582,2010-06-19,GHCND:USC00518543,96732,0
583,2010-06-19,GHCND:US1CASC0037,95110,0
584,2010-06-19,GHCND:USW00003017,80249,0
585,2010-06-20,GHCND:US1NVWH0078,89502,0
586,2010-06-20,GHCND:US1KYBN0004,41042,0
587,2010-06-20,GHCND:USC00111577,60638,0
588,2010-06-20,GHCND:USW00093225,95837,0
589,2010-06-20,GHCND:USW00093225,95837,0
590,2010-06-20,GHCND:USW00013904,78719,0
591,2010-06-21,GHCND:USW00003017,80249,0
592,2010-06-21,GHCND:USW00012815,32827,81
593,2010-06-21,GHCND:US1GACT0028,31408,15
594,2010-06-21,GHCND:US1TNDV0033,37214,0
595,2010-06-21,GHCND:USW00013904,78719,0
596,2010-06-22,GHCND:USW00003856,35824,0
597,2010-06-22,GHCND:USW00012916,70062,292
598,2010-06-22,GHCND:USW00012916,70062,292
599,2010-06-22,GHCND:USW00003947,64153,0
600,2010-06-23,GHCND:USW00014740,06096,89
601,2010-06-23,GHCND:US1ALLE0004,36830,0
602,2010-06-23,GHCND:USW00014839,53207,495
603,2010-06-23,GHCND:US1PADP0014,17057,0
604,2010-06-23,GHCND:USW00014733,14225,0
605,2010-06-23,GHCND:USC00101024,83705,0
606,2010-06-24,GHCND:USW00014839,53207,0
607,2010-06-24,GHCND:USC00511065,96720,0
608,2010-06-24,GHCND:USW00024233,98158,0
609,2010-06-25,GHCND:US1TXTN0023,76051,284
610,2010-06-25,GHCND:USW00014922,55450,185
611,2010-06-25,GHCND:USW00013895,36043,18
612,2010-06-25,GHCND:USW00013874,30337,3
613,2010-06-25,GHCND:US1TXLK0004,79403,0
614,2010-06-25,GHCND:US1AZPM0098,85653,0
615,2010-06-25,GHCND:US1INFY0002,47331,0
616,2010-06-26,GHCND:USW00012960,77032,0
617,2010-06-26,GHCND:US1TXTN0023,76051,0
618,2010-06-26,GHCND:USW00023234,94128,0
619,2010-06-26,GHCND:USC00111577,60638,196
620,2010-06-27,GHCND:USW00023174,90045,0
621,2010-06-27,GHCND:USW00014922,55450,0
622,2010-06-27,GHCND:USW00014922,55450,0
623,2010-06-27,GHCND:US10lanc033,68524,0
624,2010-06-27,GHCND:USW00013960,75235,0
625,2010-06-27,GHCND:USW00024127,84116,0
626,2010-06-27,GHCND:USC00515275,96763,0
627,2010-06-28,GHCND:USW00014837,53704,0
628,2010-06-28,GHCND:USW00003947,64153,0
629,2010-06-28,GHCND:USW00013866,25311,0
630,2010-06-29,GHCND:USW00003820,30906,33
631,2010-06-29,GHCND:USW00004781,11779,0
632,2010-06-29,GHCND:US1NDBH0018,58504,0
633,2010-06-29,GHCND:USW00023136,93010,0
634,2010-06-29,GHCND:US1FLDV0037,32218,8
635,2010-06-29,GHCND:US1ILRI0003,61265,0
636,2010-06-30,GHCND:USW00093225,95837,0
637,2010-06-30,GHCND:USW00012894,33913,150
638,2010-06-30,GHCND:USW00024127,84116,0
639,2010-06-30,GHCND:USW00012842,33607,20
640,2010-06-30,GHCND:US1ILWN0010,61109,0
641,2010-06-30,GHCND:USW00003017,80249,0
642,2010-07-01,GHCND:USW00093225,95837,0
643,2010-07-01,GHCND:USW00093225,95837,0
644,2010-07-01,GHCND:USW00013904,78719,61
645,2010-07-01,GHCND:USC00413691,76051,43
646,2010-07-01,GHCND:USW00003017,80249,0
647,2010-07-01,GHCND:US1NJAT0013,08234,0
648,2010-07-01,GHCND:USW00014733,14225,0
649,2010-07-01,GHCND:US1TXLK0004,79403,0
650,2010-07-01,GHCND:USW00094860,49512,0
651,2010-07-01,GHCND:USW00013893,38116,0
652,2010-07-01,GHCND:USW00014922,55450,0
653,2010-07-02,GHCND:USW00013904,78719,419
654,2010-07-02,GHCND:USW00023174,90045,0
655,2010-07-02,GHCND:USW00093225,95837,0
656,2010-07-02,GHCND:USW00014942,68110,0
657,2010-07-02,GHCND:US1TNDV0033,37214,0
658,2010-07-03,GHCND:USW00012841,32803,13
659,2010-07-03,GHCND:US1CALA0003,90505,0
660,2010-07-03,GHCND:USW00093225,95837,0
661,2010-07-03,GHCND:USW00023293,95110,0
662,2010-07-03,GHCND:USW00013874,30337,0
663,2010-07-03,GHCND:USW00003017,80249,3
664,2010-07-03,GHCND:USW00012842,33607,66
665,2010-07-03,GHCND:US1MIWY0013,48111,0
666,2010-07-04,GHCND:USW00014820,44135,0
667,2010-07-04,GHCND:USW00014942,68110,696
668,2010-07-04,GHCND:USC00111577,60638,3
669,2010-07-04,GHCND:USW00013904,78719,0
670,2010-07-05,GHCND:USW00014939,68524,58
671,2010-07-05,GHCND:US1TXTN0023,76051,0
672,2010-07-05,GHCND:USW00014933,50321,132
673,2010-07-05,GHCND:US1INMR0013,46241,0
674,2010-07-05,GHCND:USW00014839,53207,0
675,2010-07-05,GHCND:USW00014942,68110,3
676,2010-07-06,GHCND:USW00012854,32773,0
677,2010-07-06,GHCND:US1KYBN0004,41042,0
678,2010-07-06,GHCND:US1SDPN0001,57703,41
679,2010-07-06,GHCND:USW00093225,95837,0
680,2010-07-06,GHCND:USW00093225,95837,0
681,2010-07-06,GHCND:USW00023230,94621,0
682,2010-07-06,GHCND:USW00094846,60018,94
683,2010-07-07,GHCND:USW00014820,44135,0
684,2010-07-07,GHCND:US1MAES0002,01915,0
685,2010-07-07,GHCND:USC00446147,23502,0
686,2010-07-07,GHCND:USW00024127,84116,0
687,2010-07-07,GHCND:USW00094860,49512,0
688,2010-07-07,GHCND:USW00003017,80249,23
689,2010-07-07,GHCND:USC00217011,55902,0
690,2010-07-08,GHCND:US1VANNC003,23602,3
691,2010-07-08,GHCND:USW00012873,33762,0
692,2010-07-08,GHCND:USW00093225,95837,0
693,2010-07-08,GHCND:USW00093225,95837,0
694,2010-07-08,GHCND:US1MIIH0020,48906,0
695,2010-07-08,GHCND:USW00014922,55450,0
696,2010-07-08,GHCND:USW00012921,78216,53
697,2010-07-08,GHCND:USW00093821,40213,30
698,2010-07-09,GHCND:US1MISG0005,48623,38
699,2010-07-09,GHCND:USW00014922,55450,0
700,2010-07-09,GHCND:USC00504812,99615,18
701,2010-07-09,GHCND:USW00023234,94128,0
702,2010-07-09,GHCND:USW00003017,80249,0
703,2010-07-09,GHCND:USW00014933,50321,0
704,2010-07-09,GHCND:USC00363343,15108,0
705,2010-07-09,GHCND:USW00013904,78719,66
706,2010-07-09,GHCND:USW00093821,40213,127
707,2010-07-09,GHCND:USC00413691,76051,66
708,2010-07-10,GHCND:USC00111577,60638,13
709,2010-07-10,GHCND:USW00094846,60018,0
710,2010-07-10,GHCND:USW00093225,95837,0
711,2010-07-10,GHCND:USC00415891,79706,8
712,2010-07-10,GHCND:USC00363343,15108,0
713,2010-07-10,GHCND:USW00093821,40213,3
714,2010-07-10,GHCND:USC00363343,15108,0
715,2010-07-10,GHCND:USW00014737,18109,1440
716,2010-07-10,GHCND:USW00094746,01602,292
717,2010-07-11,GHCND:USW00014837,53704,3
718,2010-07-11,GHCND:US1MIIH0020,48906,0
719,2010-07-11,GHCND:USW00093225,95837,0
720,2010-07-11,GHCND:USW00013881,28208,0
721,2010-07-11,GHCND:USW00012854,32773,25
722,2010-07-11,GHCND:USW00014739,02128,3
723,2010-07-11,GHCND:USW00012916,70062,25
724,2010-07-11,GHCND:USW00014733,14225,0
725,2010-07-12,GHCND:USW00023174,90045,0
726,2010-07-12,GHCND:USW00093225,95837,0
727,2010-07-12,GHCND:US1MSLW0003,39701,0
728,2010-07-12,GHCND:USC00243554,59230,51
729,2010-07-12,GHCND:USW00012854,32773,0
730,2010-07-12,GHCND:USW00012960,77032,0
731,2010-07-12,GHCND:USW00093225,95837,0
732,2010-07-13,GHCND:USW00013741,24012,66
733,2010-07-13,GHCND:USW00012921,78216,0
734,2010-07-13,GHCND:USW00014942,68110,0
735,2010-07-13,GHCND:US1GACT0028,31408,58
736,2010-07-13,GHCND:US1SCCR0049,29404,41
737,2010-07-13,GHCND:USC00363343,15108,3
738,2010-07-13,GHCND:USW00093821,40213,351
739,2010-07-13,GHCND:USW00014820,44135,0
740,2010-07-13,GHCND:US1MIWY0013,48111,0
741,2010-07-13,GHCND:USW00003017,80249,0
742,2010-07-14,GHCND:US1WYTT0015,83001,0
743,2010-07-14,GHCND:USW00014740,06096,211
744,2010-07-14,GHCND:USW00094817,48327,0
745,2010-07-14,GHCND:US1TNDV0033,37214,48
746,2010-07-14,GHCND:US1SDBK0007,57006,0
747,2010-07-14,GHCND:USC00511038,96766,0
748,2010-07-14,GHCND:US1CASC0037,95110,0
749,2010-07-14,GHCND:US1ILRI0003,61265,0
750,2010-07-15,GHCND:USW00014839,53207,462
751,2010-07-15,GHCND:US1MTCC0001,59404,0
752,2010-07-15,GHCND:US1ILLK0003,60087,25
753,2010-07-15,GHCND:US10linc003,69101,5
754,2010-07-15,GHCND:USC00111577,60638,0
755,2010-07-15,GHCND:USW00014820,44135,0
756,2010-07-15,GHCND:USW00003017,80249,0
757,2010-07-16,GHCND:USC00111577,60638,0
758,2010-07-16,GHCND:USW00093721,21240,0
759,2010-07-16,GHCND:USW00093721,21240,0
760,2010-07-16,GHCND:US1TXTN0023,76051,0
761,2010-07-16,GHCND:USW00012918,77061,0
762,2010-07-16,GHCND:USW00013881,28208,20
763,2010-07-16,GHCND:USW00012815,32827,41
764,2010-07-16,GHCND:USW00004781,11779,0
765,2010-07-16,GHCND:USW00014922,55450,0
766,2010-07-16,GHCND:US1NYTM0022,14850,0
767,2010-07-17,GHCND:USW00014733,14225,0
768,2010-07-17,GHCND:USW00012918,77061,0
769,2010-07-17,GHCND:US1KSEL0001,67601,0
770,2010-07-17,GHCND:USW00012960,77032,566
771,2010-07-18,GHCND:USC00311677,27516,43
772,2010-07-18,GHCND:US1SDPN0001,57703,30
773,2010-07-18,GHCND:USW00093821,40213,3
774,2010-07-18,GHCND:USC00363343,15108,0
775,2010-07-18,GHCND:USC00316422,28574,0
776,2010-07-18,GHCND:US1NCHN0002,28732,0
777,2010-07-18,GHCND:USW00014820,44135,0
778,2010-07-19,GHCND:USC00254335,68847,0
779,2010-07-19,GHCND:USW00012842,33607,0
780,2010-07-19,GHCND:USW00014933,50321,140
781,2010-07-19,GHCND:USW00094846,60018,3
782,2010-07-19,GHCND:US1COPU0015,81001,13
783,2010-07-19,GHCND:USW00093721,21240,0
784,2010-07-19,GHCND:USW00012815,32827,0
785,2010-07-19,GHCND:USW00012960,77032,5
786,2010-07-19,GHCND:USC00363343,15108,0
787,2010-07-19,GHCND:USW00014922,55450,0
788,2010-07-19,GHCND:USW00053863,30341,0
789,2010-07-19,GHCND:USW00014765,02886,201
790,2010-07-19,GHCND:USC00511065,96720,0
791,2010-07-19,GHCND:USW00012960,77032,5
792,2010-07-20,GHCND:USW00014733,14225,0
793,2010-07-20,GHCND:US1OHHC0002,45840,20
794,2010-07-20,GHCND:USW00024233,98158,0
795,2010-07-20,GHCND:US1WYNT0003,82604,0
796,2010-07-20,GHCND:US1PABR0017,19605,3
797,2010-07-20,GHCND:USW00014733,14225,0
798,2010-07-20,GHCND:USW00003888,30336,15
799,2010-07-20,GHCND:USW00004853,44114,0
800,2010-07-20,GHCND:USW00012921,78216,0
801,2010-07-20,GHCND:USW00012842,33607,0
802,2010-07-20,GHCND:USW00094789,11430,0
803,2010-07-20,GHCND:US1NCHN0002,28732,15
804,2010-07-20,GHCND:USW00003017,80249,3
805,2010-07-21,GHCND:USW00003017,80249,0
806,2010-07-21,GHCND:USW00003017,80249,0
807,2010-07-21,GHCND:USW00093225,95837,0
808,2010-07-21,GHCND:USW00014820,44135,0
809,2010-07-21,GHCND:USW00093225,95837,0
810,2010-07-21,GHCND:USW00014820,44135,0
811,2010-07-21,GHCND:USC00363343,15108,36
812,2010-07-21,GHCND:USC00083163,33315,10
813,2010-07-21,GHCND:USW00014733,14225,56
814,2010-07-21,GHCND:USW00013722,27560,0
815,2010-07-22,GHCND:USW00093225,95837,0
816,2010-07-22,GHCND:US1TXCMR012,78550,142
817,2010-07-22,GHCND:US1WAWM0004,99163,0
818,2010-07-22,GHCND:USW00013881,28208,0
819,2010-07-22,GHCND:USW00093225,95837,0
820,2010-07-22,GHCND:USW00014820,44135,66
821,2010-07-22,GHCND:USW00094745,10604,168
822,2010-07-22,GHCND:USW00014734,07114,0
823,2010-07-22,GHCND:USC00111577,60638,130
824,2010-07-22,GHCND:USC00413691,76051,0
825,2010-07-23,GHCND:USW00014733,14225,417
826,2010-07-23,GHCND:USW00014933,50321,147
827,2010-07-23,GHCND:USW00093721,21240,0
828,2010-07-23,GHCND:USW00014922,55450,0
829,2010-07-23,GHCND:US1MAES0002,01915,0
830,2010-07-23,GHCND:USW00003166,92833,0
831,2010-07-23,GHCND:USW00013722,27560,0
832,2010-07-23,GHCND:USC00462920,26554,0
833,2010-07-23,GHCND:USW00012960,77032,0
834,2010-07-23,GHCND:USW00014820,44135,236
835,2010-07-24,GHCND:USW00014839,53207,201
836,2010-07-24,GHCND:USC00041194,91505,0
837,2010-07-24,GHCND:USW00012873,33762,46
838,2010-07-24,GHCND:USW00013893,38116,0
839,2010-07-24,GHCND:USW00094830,43558,58
840,2010-07-24,GHCND:USC00101024,83705,0
841,2010-07-24,GHCND:US1TXTN0023,76051,5
842,2010-07-24,GHCND:USW00024127,84116,0
843,2010-07-25,GHCND:USW00023050,87116,249
844,2010-07-25,GHCND:USW00093225,95837,0
845,2010-07-25,GHCND:USW00014740,06096,0
846,2010-07-25,GHCND:USW00012884,70041,15
847,2010-07-25,GHCND:USW00093721,21240,104
848,2010-07-25,GHCND:USW00013722,27560,0
849,2010-07-26,GHCND:USW00093721,21240,0
850,2010-07-26,GHCND:USC00363343,15108,13
851,2010-07-26,GHCND:USW00023234,94128,0
852,2010-07-26,GHCND:USW00023169,89119,0
853,2010-07-26,GHCND:USW00012815,32827,0
854,2010-07-26,GHCND:USW00012918,77061,46
855,2010-07-26,GHCND:US1VANNC003,23602,0
856,2010-07-26,GHCND:USW00014710,03103,0
857,2010-07-26,GHCND:USW00014710,03103,0
858,2010-07-26,GHCND:USW00023050,87116,58
859,2010-07-26,GHCND:USW00093721,21240,0
860,2010-07-26,GHCND:USW00014758,06512,0
861,2010-07-26,GHCND:US1COLR0061,80538,0
862,2010-07-27,GHCND:USW00094846,60018,0
863,2010-07-27,GHCND:US1FLES0010,32504,0
864,2010-07-27,GHCND:US1SCCR0049,29404,170
865,2010-07-27,GHCND:US1VANNC003,23602,0
866,2010-07-27,GHCND:USW00014765,02886,0
867,2010-07-27,GHCND:USC00082150,32114,0
868,2010-07-27,GHCND:USW00003102,91761,0
869,2010-07-27,GHCND:USW00024149,83501,10
870,2010-07-27,GHCND:US1INBW0010,47203,0
871,2010-07-27,GHCND:US1TNDV0033,37214,43
872,2010-07-27,GHCND:USW00014820,44135,0
873,2010-07-27,GHCND:USC00346659,73159,8
874,2010-07-27,GHCND:US1TNDV0033,37214,43
875,2010-07-28,GHCND:US1KSFI0002,67846,0
876,2010-07-28,GHCND:USW00013876,35212,0
877,2010-07-28,GHCND:USW00093815,45377,3
878,2010-07-28,GHCND:US1SCCR0049,29404,15
879,2010-07-28,GHCND:USW00093225,95837,0
880,2010-07-28,GHCND:USW00093225,95837,0
881,2010-07-28,GHCND:USW00013743,22202,0
882,2010-07-28,GHCND:USW00014765,02886,0
883,2010-07-28,GHCND:US1MOGR0051,65803,0
884,2010-07-28,GHCND:USW00012841,32803,76
885,2010-07-28,GHCND:USW00014820,44135,142
886,2010-07-28,GHCND:USW00012918,77061,33
887,2010-07-28,GHCND:USC00217011,55902,152
888,2010-07-28,GHCND:USW00094745,10604,0
889,2010-07-29,GHCND:US1TNDV0033,37214,0
890,2010-07-29,GHCND:USC00518543,96732,0
891,2010-07-29,GHCND:USW00014734,07114,97
892,2010-07-30,GHCND:US1TXLK0022,79403,0
893,2010-07-30,GHCND:US1NYTM0022,14850,0
894,2010-07-30,GHCND:USW00013881,28208,0
895,2010-07-30,GHCND:USW00013881,28208,0
896,2010-07-30,GHCND:US1TXTN0023,76051,0
897,2010-07-30,GHCND:USW00014842,61607,0
898,2010-07-30,GHCND:USW00014735,12110,0
899,2010-07-30,GHCND:USW00094846,60018,0
900,2010-07-30,GHCND:USW00094789,11430,0
901,2010-07-30,GHCND:US1MIWY0013,48111,0
902,2010-07-31,GHCND:US1CASC0037,95110,0
903,2010-07-31,GHCND:USC00446147,23502,0
904,2010-07-31,GHCND:USC00518543,96732,0
905,2010-07-31,GHCND:USW00023169,89119,0
906,2010-07-31,GHCND:USC00464397,25704,0
907,2010-07-31,GHCND:USW00014765,02886,0
908,2010-07-31,GHCND:USW00012815,32827,0
909,2010-07-31,GHCND:US1WASP0004,99224,15
910,2010-07-31,GHCND:USW00014922,55450,0
911,2010-08-01,GHCND:USW00014820,44135,0
912,2010-08-01,GHCND:US1CASC0037,95110,0
913,2010-08-01,GHCND:USW00093821,40213,0
914,2010-08-01,GHCND:USC00111577,60638,0
915,2010-08-01,GHCND:USC00363343,15108,0
916,2010-08-01,GHCND:USW00094789,11430,0
917,2010-08-01,GHCND:USW00012960,77032,0
918,2010-08-01,GHCND:USW00093225,95837,0
919,2010-08-01,GHCND:USW00013904,78719,0
920,2010-08-01,GHCND:USW00012894,33913,231
921,2010-08-01,GHCND:USW00013881,28208,58
922,2010-08-01,GHCND:US1SCLX0008,29170,127
923,2010-08-02,GHCND:USW00094726,02745,0
924,2010-08-02,GHCND:USC00474383,54540,414
925,2010-08-02,GHCND:USW00014837,53704,0
926,2010-08-02,GHCND:USW00003102,91761,0
927,2010-08-02,GHCND:USW00013904,78719,0
928,2010-08-02,GHCND:USW00014942,68110,173
929,2010-08-02,GHCND:USW00094846,60018,0
930,2010-08-02,GHCND:USW00093225,95837,0
931,2010-08-02,GHCND:USW00013881,28208,0
932,2010-08-03,GHCND:USW00094745,10604,0
933,2010-08-03,GHCND:USC00111577,60638,437
934,2010-08-03,GHCND:USW00003102,91761,0
935,2010-08-03,GHCND:USW00014733,14225,0
936,2010-08-03,GHCND:USW00012916,70062,0
937,2010-08-03,GHCND:US1TXTN0023,76051,0
938,2010-08-03,GHCND:USW00023050,87116,0
939,2010-08-03,GHCND:USW00014940,50428,0
940,2010-08-04,GHCND:USW00014739,02128,0
941,2010-08-04,GHCND:USW00012918,77061,0
942,2010-08-04,GHCND:US10linc003,69101,0
943,2010-08-04,GHCND:USW00093225,95837,0
944,2010-08-04,GHCND:USW00014942,68110,3
945,2010-08-04,GHCND:USW00093821,40213,0
946,2010-08-04,GHCND:US1TXTN0023,76051,0
947,2010-08-04,GHCND:USC00210075,56007,0
948,2010-08-04,GHCND:USC00131319,52404,38
949,2010-08-04,GHCND:USW00014922,55450,0
950,2010-08-04,GHCND:US1ILKN0004,60554,107
951,2010-08-04,GHCND:USW00012815,32827,0
952,2010-08-04,GHCND:USW00093820,40510,0
953,2010-08-05,GHCND:USW00093821,40213,66
954,2010-08-05,GHCND:USW00093821,40213,66
955,2010-08-05,GHCND:USW00023050,87116,38
956,2010-08-05,GHCND:USW00093821,40213,66
957,2010-08-05,GHCND:USW00094846,60018,0
958,2010-08-05,GHCND:US1COEP0063,80916,0
959,2010-08-05,GHCND:USW00014933,50321,0
960,2010-08-05,GHCND:USW00014765,02886,0
961,2010-08-05,GHCND:US1SCLX0008,29170,0
962,2010-08-05,GHCND:USC00082150,32114,0
963,2010-08-05,GHCND:US1TNDV0033,37214,0
964,2010-08-05,GHCND:USC00160007,70510,0
965,2010-08-05,GHCND:USW00012918,77061,0
966,2010-08-05,GHCND:US1PADP0014,17057,25
967,2010-08-05,GHCND:USW00014820,44135,48
968,2010-08-06,GHCND:USW00014820,44135,150
969,2010-08-06,GHCND:USW00013960,75235,25
970,2010-08-06,GHCND:USW00094741,07608,0
971,2010-08-06,GHCND:USC00323621,58203,0
972,2010-08-06,GHCND:USW00014913,55811,0
973,2010-08-06,GHCND:USW00014734,07114,0
974,2010-08-06,GHCND:USW00094846,60018,0
975,2010-08-06,GHCND:US1TNHL0015,37421,391
976,2010-08-06,GHCND:USW00093821,40213,0
977,2010-08-06,GHCND:USW00003017,80249,38
978,2010-08-07,GHCND:US1PADP0014,17057,0
979,2010-08-07,GHCND:US1PADP0014,17057,0
